"state","year","quarter","district","count","amount"
"delhi",2023,2,"hahdara ","23083531","41909976096"
"delhi",2023,2,"north east ","22434191","39076228438"
"delhi",2023,2,"east ","36042935","43552662240"
"delhi",2023,2,"north west ","40527597","63155058402"
"delhi",2023,2,"north ","40357914","58188318194"
"goa",2018,1,"north goa ","95114","187108292"
"goa",2018,1,"outh goa ","65783","116748450"
"goa",2018,2,"north goa ","133429","290814882"
"goa",2018,2,"outh goa ","96146","187788943"
"goa",2018,3,"north goa ","194726","421264288"
"goa",2018,3,"outh goa ","144785","291902681"
"goa",2018,4,"north goa ","305380","714879899"
"goa",2018,4,"outh goa ","209375","438125180"
"goa",2019,1,"north goa ","441807","940864352"
"goa",2019,1,"outh goa ","297005","534459045"
"goa",2019,2,"north goa ","470250","1020834862"
"goa",2019,2,"outh goa ","298191","571032242"
"goa",2019,3,"north goa ","673971","1293013307"
"goa",2019,3,"outh goa ","418445","707353884"
"goa",2019,4,"north goa ","980231","1963621434"
"goa",2019,4,"outh goa ","535041","959838915"
"goa",2020,1,"north goa ","1277387","2374507201"
"goa",2020,1,"outh goa ","603850","1035864031"
"goa",2020,2,"north goa ","883695","1294651809"
"goa",2020,2,"outh goa ","598397","888964621"
"goa",2020,3,"north goa ","1165122","2087621923"
"goa",2020,3,"outh goa ","750409","1280721658"
"goa",2020,4,"north goa ","2504378","4712001379"
"goa",2020,4,"outh goa ","1297003","2187791369"
"goa",2021,1,"north goa ","3797921","7119400650"
"goa",2021,1,"outh goa ","1533628","2637842229"
"goa",2021,2,"north goa ","3083639","5391453885"
"goa",2021,2,"outh goa ","1626496","2621399702"
"goa",2021,3,"north goa ","4282602","7042155412"
"goa",2021,3,"outh goa ","2185161","3436270181"
"goa",2021,4,"north goa ","7808548","13467044828"
"goa",2021,4,"outh goa ","3280211","5160212288"
"goa",2022,1,"north goa ","8513573","14075639844"
"goa",2022,1,"outh goa ","3700525","5740805559"
"goa",2022,2,"north goa ","9999773","16484842033"
"goa",2022,2,"outh goa ","4216281","6388195726"
"goa",2022,3,"north goa ","8310698","13076925808"
"goa",2022,3,"outh goa ","4877989","6497339467"
"goa",2022,4,"north goa ","11455490","17268434372"
"goa",2022,4,"outh goa ","5737184","7656551999"
"goa",2023,1,"north goa ","16251833","24505420924"
"goa",2023,1,"outh goa ","7943237","10591544851"
"goa",2023,2,"north goa ","17849215","27042471683"
"goa",2023,2,"outh goa ","8681375","11369735260"
"gujarat",2018,1,"anand ","166658","181858558"
"gujarat",2018,1,"jamnagar ","121341","166162325"
"gujarat",2018,1,"evbhumi dwarka ","30538","38615230"
"gujarat",2018,1,"ajkot ","219190","296803514"
"gujarat",2018,1,"aravallis ","55016","41323328"
"gujarat",2018,1,"hhotaudepur ","12962","13597432"
"gujarat",2018,1,"botad ","50541","30496629"
"gujarat",2018,1,"bharuch ","210073","249246117"
"gujarat",2018,1,"bhavnagar ","182948","171495426"
"gujarat",2018,1,"junagadh ","56897","69940293"
"gujarat",2018,1,"mahesana ","227748","213031002"
"gujarat",2018,1,"he dangs ","5441","4783139"
"gujarat",2018,1,"kheda ","104154","94652161"
"gujarat",2018,1,"urat ","983723","1346833711"
"gujarat",2018,1,"porbandar ","16381","28254689"
"gujarat",2018,1,"gandhinagar ","237393","318002414"
"gujarat",2018,1,"panch mahals ","86317","65556535"
"gujarat",2018,1,"narmada ","13920","15120948"
"gujarat",2018,1,"gir somnath ","49292","50970541"
"gujarat",2018,1,"valsad ","168659","191337866"
"gujarat",2018,1,"mahisagar ","25888","24228880"
"gujarat",2018,1,"abar kantha ","105266","88114408"
"gujarat",2018,1,"api ","29217","30555641"
"gujarat",2018,1,"vadodara ","387998","604645570"
"gujarat",2018,1,"banas kantha ","237457","197883270"
"gujarat",2018,1,"amreli ","66032","75032119"
"gujarat",2018,1,"ahmadabad ","1436152","2153123692"
"gujarat",2018,1,"ohad ","39278","45587112"
"gujarat",2018,1,"navsari ","159975","229707589"
"gujarat",2018,1,"patan ","105705","81974812"
"gujarat",2018,1,"kachchh ","217912","316933355"
"gujarat",2018,1,"urendranagar ","80486","71735565"
"gujarat",2018,1,"morbi ","58217","70378386"
"gujarat",2018,2,"anand ","200941","276029312"
"gujarat",2018,2,"jamnagar ","157949","254032916"
"gujarat",2018,2,"evbhumi dwarka ","39911","60261359"
"gujarat",2018,2,"ajkot ","283913","465751107"
"gujarat",2018,2,"aravallis ","68943","79068918"
"gujarat",2018,2,"hhotaudepur ","18298","23911236"
"gujarat",2018,2,"botad ","73201","50785994"
"gujarat",2018,2,"bharuch ","289862","428830770"
"gujarat",2018,2,"bhavnagar ","253332","265850892"
"gujarat",2018,2,"junagadh ","71257","100127669"
"gujarat",2018,2,"mahesana ","286014","362586916"
"gujarat",2018,2,"he dangs ","7935","8648153"
"gujarat",2018,2,"kheda ","140355","159527233"
"gujarat",2018,2,"urat ","1310963","2189526110"
"gujarat",2018,2,"porbandar ","23157","41711067"
"gujarat",2018,2,"gandhinagar ","315542","522133970"
"gujarat",2018,2,"panch mahals ","98663","109582249"
"gujarat",2018,2,"narmada ","22076","27318715"
"gujarat",2018,2,"gir somnath ","62910","88369182"
"gujarat",2018,2,"valsad ","233931","330877194"
"gujarat",2018,2,"mahisagar ","36682","51572266"
"gujarat",2018,2,"abar kantha ","129122","166288136"
"gujarat",2018,2,"api ","40069","49495860"
"gujarat",2018,2,"vadodara ","528893","975136493"
"gujarat",2018,2,"banas kantha ","307928","362168353"
"gujarat",2018,2,"amreli ","82377","115377055"
"gujarat",2018,2,"ahmadabad ","1809774","3307127930"
"gujarat",2018,2,"ohad ","47285","75876262"
"gujarat",2018,2,"navsari ","200818","335776477"
"gujarat",2018,2,"patan ","135797","146904618"
"gujarat",2018,2,"kachchh ","287874","494142162"
"gujarat",2018,2,"urendranagar ","102043","123903699"
"gujarat",2018,2,"morbi ","77918","113984499"
"gujarat",2018,3,"anand ","323633","429055976"
"gujarat",2018,3,"jamnagar ","205815","332432425"
"gujarat",2018,3,"evbhumi dwarka ","52981","93593822"
"gujarat",2018,3,"ajkot ","402342","650585708"
"gujarat",2018,3,"aravallis ","104593","116101548"
"gujarat",2018,3,"hhotaudepur ","24361","36129430"
"gujarat",2018,3,"botad ","144375","102025354"
"gujarat",2018,3,"bharuch ","480222","695864171"
"gujarat",2018,3,"bhavnagar ","374470","397576856"
"gujarat",2018,3,"junagadh ","81925","122475986"
"gujarat",2018,3,"mahesana ","464894","561504997"
"gujarat",2018,3,"he dangs ","10218","9424631"
"gujarat",2018,3,"kheda ","206410","246457729"
"gujarat",2018,3,"urat ","1899586","3203734474"
"gujarat",2018,3,"porbandar ","30518","57638932"
"gujarat",2018,3,"gandhinagar ","479518","791502891"
"gujarat",2018,3,"panch mahals ","126887","163521221"
"gujarat",2018,3,"narmada ","30132","40376011"
"gujarat",2018,3,"gir somnath ","122507","129249890"
"gujarat",2018,3,"valsad ","342131","511548024"
"gujarat",2018,3,"mahisagar ","36935","54644809"
"gujarat",2018,3,"abar kantha ","159109","231377990"
"gujarat",2018,3,"api ","47427","65631764"
"gujarat",2018,3,"vadodara ","773456","1452835059"
"gujarat",2018,3,"banas kantha ","396566","532922633"
"gujarat",2018,3,"amreli ","123454","174828238"
"gujarat",2018,3,"ahmadabad ","2600288","4740981792"
"gujarat",2018,3,"ohad ","88911","111486622"
"gujarat",2018,3,"navsari ","264465","444074058"
"gujarat",2018,3,"patan ","274613","262983521"
"gujarat",2018,3,"kachchh ","421411","764023468"
"gujarat",2018,3,"urendranagar ","126809","167911867"
"gujarat",2018,3,"morbi ","113187","171902528"
"gujarat",2018,4,"anand ","409783","621490811"
"gujarat",2018,4,"jamnagar ","254856","456876624"
"gujarat",2018,4,"evbhumi dwarka ","69269","130226109"
"gujarat",2018,4,"ajkot ","472933","879868565"
"gujarat",2018,4,"aravallis ","113023","167858449"
"gujarat",2018,4,"hhotaudepur ","39167","58265013"
"gujarat",2018,4,"botad ","116616","118512861"
"gujarat",2018,4,"bharuch ","603122","1036812125"
"gujarat",2018,4,"bhavnagar ","439954","575505680"
"gujarat",2018,4,"junagadh ","112596","187291564"
"gujarat",2018,4,"mahesana ","529470","758586454"
"gujarat",2018,4,"he dangs ","13830","15606241"
"gujarat",2018,4,"kheda ","249181","339198463"
"gujarat",2018,4,"urat ","2225031","4270243994"
"gujarat",2018,4,"porbandar ","37241","81446556"
"gujarat",2018,4,"gandhinagar ","693588","1143266870"
"gujarat",2018,4,"panch mahals ","171008","242488494"
"gujarat",2018,4,"narmada ","45497","67996134"
"gujarat",2018,4,"gir somnath ","111341","188801796"
"gujarat",2018,4,"valsad ","468363","753128667"
"gujarat",2018,4,"mahisagar ","54204","97344185"
"gujarat",2018,4,"abar kantha ","221346","324435341"
"gujarat",2018,4,"api ","67133","101456951"
"gujarat",2018,4,"vadodara ","1047381","2063816598"
"gujarat",2018,4,"banas kantha ","529655","758278915"
"gujarat",2018,4,"amreli ","158887","264690196"
"gujarat",2018,4,"ahmadabad ","3990090","6515656157"
"gujarat",2018,4,"ohad ","81195","153961247"
"gujarat",2018,4,"navsari ","325071","581253728"
"gujarat",2018,4,"patan ","237077","312693117"
"gujarat",2018,4,"kachchh ","537116","1068486739"
"gujarat",2018,4,"urendranagar ","169568","237579417"
"gujarat",2018,4,"morbi ","138711","257863045"
"gujarat",2019,1,"anand ","653012","784555585"
"gujarat",2019,1,"jamnagar ","359824","549291109"
"gujarat",2019,1,"evbhumi dwarka ","91088","153486919"
"gujarat",2019,1,"ajkot ","709607","1144098818"
"gujarat",2019,1,"aravallis ","159845","204617220"
"gujarat",2019,1,"hhotaudepur ","45581","69194916"
"gujarat",2019,1,"botad ","199203","155914085"
"gujarat",2019,1,"bharuch ","926374","1330716994"
"gujarat",2019,1,"bhavnagar ","592732","696258524"
"gujarat",2019,1,"junagadh ","150708","216800157"
"gujarat",2019,1,"mahesana ","899763","1021313511"
"gujarat",2019,1,"he dangs ","19568","18627644"
"gujarat",2019,1,"kheda ","379687","445903743"
"gujarat",2019,1,"urat ","3283182","5664609104"
"gujarat",2019,1,"porbandar ","54684","101598903"
"gujarat",2019,1,"gandhinagar ","1244457","1559852035"
"gujarat",2019,1,"panch mahals ","257869","301203292"
"gujarat",2019,1,"narmada ","58399","85405633"
"gujarat",2019,1,"gir somnath ","138776","226079480"
"gujarat",2019,1,"valsad ","750124","983591070"
"gujarat",2019,1,"mahisagar ","76233","118065255"
"gujarat",2019,1,"abar kantha ","333162","419328099"
"gujarat",2019,1,"api ","91479","133128481"
"gujarat",2019,1,"vadodara ","1655864","2706612327"
"gujarat",2019,1,"banas kantha ","805139","1054321489"
"gujarat",2019,1,"amreli ","203985","276798874"
"gujarat",2019,1,"ahmadabad ","7894660","10956007757"
"gujarat",2019,1,"ohad ","109362","194577548"
"gujarat",2019,1,"navsari ","1112006","1853217634"
"gujarat",2019,1,"patan ","386337","424462288"
"gujarat",2019,1,"kachchh ","895127","1364193288"
"gujarat",2019,1,"urendranagar ","262050","311129095"
"gujarat",2019,1,"morbi ","191564","331119430"
"gujarat",2019,2,"anand ","484273","709119538"
"gujarat",2019,2,"jamnagar ","316899","592164920"
"gujarat",2019,2,"evbhumi dwarka ","78499","155560969"
"gujarat",2019,2,"ajkot ","724751","1400871095"
"gujarat",2019,2,"aravallis ","143867","227325626"
"gujarat",2019,2,"hhotaudepur ","46321","84888447"
"gujarat",2019,2,"botad ","149057","166584407"
"gujarat",2019,2,"bharuch ","747899","1317325972"
"gujarat",2019,2,"bhavnagar ","484097","717336260"
"gujarat",2019,2,"junagadh ","138117","240011003"
"gujarat",2019,2,"mahesana ","715052","1095164064"
"gujarat",2019,2,"he dangs ","19973","23073707"
"gujarat",2019,2,"kheda ","320063","457968237"
"gujarat",2019,2,"urat ","3047988","6016899815"
"gujarat",2019,2,"porbandar ","53378","115280307"
"gujarat",2019,2,"gandhinagar ","1205404","1791763500"
"gujarat",2019,2,"panch mahals ","208444","316294393"
"gujarat",2019,2,"narmada ","52784","88669391"
"gujarat",2019,2,"gir somnath ","129149","241920661"
"gujarat",2019,2,"valsad ","623926","1022853265"
"gujarat",2019,2,"mahisagar ","75377","141056088"
"gujarat",2019,2,"abar kantha ","282442","470262635"
"gujarat",2019,2,"api ","91641","143551068"
"gujarat",2019,2,"vadodara ","1717964","3251133814"
"gujarat",2019,2,"banas kantha ","642084","1108185174"
"gujarat",2019,2,"amreli ","174714","282379858"
"gujarat",2019,2,"ahmadabad ","11689965","19024891337"
"gujarat",2019,2,"ohad ","100236","209828792"
"gujarat",2019,2,"navsari ","3136644","5394071895"
"gujarat",2019,2,"patan ","306486","445014674"
"gujarat",2019,2,"kachchh ","688449","1389719506"
"gujarat",2019,2,"urendranagar ","215183","342155249"
"gujarat",2019,2,"morbi ","170716","337289554"
"gujarat",2019,3,"anand ","955946","948614191"
"gujarat",2019,3,"jamnagar ","418571","678420908"
"gujarat",2019,3,"evbhumi dwarka ","109620","187719711"
"gujarat",2019,3,"ajkot ","1022919","1587889778"
"gujarat",2019,3,"aravallis ","210189","262414304"
"gujarat",2019,3,"hhotaudepur ","61668","92575348"
"gujarat",2019,3,"botad ","232943","190049304"
"gujarat",2019,3,"bharuch ","1040617","1624510954"
"gujarat",2019,3,"bhavnagar ","724401","857318691"
"gujarat",2019,3,"junagadh ","200701","276244464"
"gujarat",2019,3,"mahesana ","1012086","1334187013"
"gujarat",2019,3,"he dangs ","26638","28637120"
"gujarat",2019,3,"kheda ","571200","600186022"
"gujarat",2019,3,"urat ","4447301","7371726681"
"gujarat",2019,3,"porbandar ","70391","131391520"
"gujarat",2019,3,"gandhinagar ","1850642","2359920414"
"gujarat",2019,3,"panch mahals ","265741","372599836"
"gujarat",2019,3,"narmada ","73335","108815185"
"gujarat",2019,3,"gir somnath ","169575","268990042"
"gujarat",2019,3,"valsad ","823075","1217502134"
"gujarat",2019,3,"mahisagar ","92788","147734028"
"gujarat",2019,3,"abar kantha ","422296","565151925"
"gujarat",2019,3,"api ","124784","453273909"
"gujarat",2019,3,"vadodara ","2407408","3950547764"
"gujarat",2019,3,"banas kantha ","909575","1343558302"
"gujarat",2019,3,"amreli ","244914","317090851"
"gujarat",2019,3,"ahmadabad ","14605589","23081622348"
"gujarat",2019,3,"ohad ","144438","238896150"
"gujarat",2019,3,"navsari ","3007618","5936350632"
"gujarat",2019,3,"patan ","596754","531383277"
"gujarat",2019,3,"kachchh ","861897","1601375841"
"gujarat",2019,3,"urendranagar ","287712","397315412"
"gujarat",2019,3,"morbi ","235317","398680909"
"gujarat",2019,4,"anand ","903182","1236581490"
"gujarat",2019,4,"jamnagar ","519408","886972037"
"gujarat",2019,4,"evbhumi dwarka ","133193","260447399"
"gujarat",2019,4,"ajkot ","1134928","2127782299"
"gujarat",2019,4,"aravallis ","265103","392592974"
"gujarat",2019,4,"hhotaudepur ","81724","134517378"
"gujarat",2019,4,"botad ","243788","283393816"
"gujarat",2019,4,"bharuch ","1324720","2217755668"
"gujarat",2019,4,"bhavnagar ","840951","1243923189"
"gujarat",2019,4,"junagadh ","250823","403818839"
"gujarat",2019,4,"mahesana ","1166283","1805374816"
"gujarat",2019,4,"he dangs ","32377","41820331"
"gujarat",2019,4,"kheda ","549665","786099096"
"gujarat",2019,4,"urat ","4988183","9432189653"
"gujarat",2019,4,"porbandar ","84880","176788699"
"gujarat",2019,4,"gandhinagar ","2081714","2917516450"
"gujarat",2019,4,"panch mahals ","350408","502433001"
"gujarat",2019,4,"narmada ","100155","166344820"
"gujarat",2019,4,"gir somnath ","228665","413778690"
"gujarat",2019,4,"valsad ","1028011","1666399666"
"gujarat",2019,4,"mahisagar ","125155","213139955"
"gujarat",2019,4,"abar kantha ","538864","825447358"
"gujarat",2019,4,"api ","163136","246612300"
"gujarat",2019,4,"vadodara ","2908059","5087285260"
"gujarat",2019,4,"banas kantha ","1087381","1918665318"
"gujarat",2019,4,"amreli ","310698","508142053"
"gujarat",2019,4,"ahmadabad ","15696056","29657904578"
"gujarat",2019,4,"ohad ","187238","342066811"
"gujarat",2019,4,"navsari ","2986534","6831783125"
"gujarat",2019,4,"patan ","541423","738645251"
"gujarat",2019,4,"kachchh ","1023587","2070890492"
"gujarat",2019,4,"urendranagar ","363831","570428007"
"gujarat",2019,4,"morbi ","307509","583121237"
"gujarat",2020,1,"anand ","1002410","1492005921"
"gujarat",2020,1,"jamnagar ","535915","888291211"
"gujarat",2020,1,"evbhumi dwarka ","163208","298422205"
"gujarat",2020,1,"ajkot ","1339770","2664972202"
"gujarat",2020,1,"aravallis ","346292","547983260"
"gujarat",2020,1,"hhotaudepur ","105994","169035450"
"gujarat",2020,1,"botad ","237947","320202835"
"gujarat",2020,1,"bharuch ","1525995","2487359208"
"gujarat",2020,1,"bhavnagar ","922982","1568995164"
"gujarat",2020,1,"junagadh ","285216","460302223"
"gujarat",2020,1,"mahesana ","1294012","2067093335"
"gujarat",2020,1,"he dangs ","40179","49248105"
"gujarat",2020,1,"kheda ","639593","955217780"
"gujarat",2020,1,"urat ","6801887","13770083574"
"gujarat",2020,1,"porbandar ","100021","201808375"
"gujarat",2020,1,"gandhinagar ","2337267","3378567425"
"gujarat",2020,1,"panch mahals ","448015","704353749"
"gujarat",2020,1,"narmada ","125838","192670611"
"gujarat",2020,1,"gir somnath ","270678","492504288"
"gujarat",2020,1,"valsad ","1342508","2197272850"
"gujarat",2020,1,"mahisagar ","154457","257181106"
"gujarat",2020,1,"abar kantha ","641078","998959107"
"gujarat",2020,1,"api ","204716","303751080"
"gujarat",2020,1,"vadodara ","3398524","5791008308"
"gujarat",2020,1,"banas kantha ","1429235","2718891068"
"gujarat",2020,1,"amreli ","327785","539247007"
"gujarat",2020,1,"ahmadabad ","17950876","35559467148"
"gujarat",2020,1,"ohad ","238828","449704485"
"gujarat",2020,1,"navsari ","434441","632587168"
"gujarat",2020,1,"patan ","594745","871002993"
"gujarat",2020,1,"kachchh ","1305996","2617080219"
"gujarat",2020,1,"urendranagar ","421057","680689639"
"gujarat",2020,1,"morbi ","358952","669117521"
"gujarat",2020,2,"anand ","903716","1293524621"
"gujarat",2020,2,"jamnagar ","598458","945318109"
"gujarat",2020,2,"evbhumi dwarka ","214944","320029311"
"gujarat",2020,2,"ajkot ","1360781","2344811087"
"gujarat",2020,2,"aravallis ","482363","680449750"
"gujarat",2020,2,"hhotaudepur ","174739","212139861"
"gujarat",2020,2,"botad ","378175","471813972"
"gujarat",2020,2,"bharuch ","1673375","2438983131"
"gujarat",2020,2,"bhavnagar ","1215195","1886223855"
"gujarat",2020,2,"junagadh ","407623","572516202"
"gujarat",2020,2,"mahesana ","1592579","2300168471"
"gujarat",2020,2,"he dangs ","62526","62273326"
"gujarat",2020,2,"kheda ","784245","1018713290"
"gujarat",2020,2,"urat ","5654552","9378177063"
"gujarat",2020,2,"porbandar ","134329","226224267"
"gujarat",2020,2,"gandhinagar ","2039285","2913004124"
"gujarat",2020,2,"panch mahals ","530453","752539616"
"gujarat",2020,2,"narmada ","181581","226204689"
"gujarat",2020,2,"gir somnath ","439795","683771357"
"gujarat",2020,2,"valsad ","1498222","2040840946"
"gujarat",2020,2,"mahisagar ","257444","374445951"
"gujarat",2020,2,"abar kantha ","816984","1232845329"
"gujarat",2020,2,"api ","294426","365909712"
"gujarat",2020,2,"vadodara ","2796615","4621695377"
"gujarat",2020,2,"banas kantha ","1860625","3107051804"
"gujarat",2020,2,"amreli ","554744","809297901"
"gujarat",2020,2,"ahmadabad ","16430916","32731896547"
"gujarat",2020,2,"ohad ","380381","634462423"
"gujarat",2020,2,"navsari ","547410","658697481"
"gujarat",2020,2,"patan ","759561","1054601005"
"gujarat",2020,2,"kachchh ","1428844","2663558233"
"gujarat",2020,2,"urendranagar ","590754","802465025"
"gujarat",2020,2,"morbi ","374545","563192524"
"gujarat",2020,3,"anand ","1069251","1753944279"
"gujarat",2020,3,"jamnagar ","648790","1254572557"
"gujarat",2020,3,"evbhumi dwarka ","211259","383470641"
"gujarat",2020,3,"ajkot ","1490309","2995153085"
"gujarat",2020,3,"aravallis ","482916","829207913"
"gujarat",2020,3,"hhotaudepur ","164691","257637246"
"gujarat",2020,3,"botad ","340537","531013247"
"gujarat",2020,3,"bharuch ","2145954","3492190238"
"gujarat",2020,3,"bhavnagar ","1245647","2274620369"
"gujarat",2020,3,"junagadh ","424025","798846724"
"gujarat",2020,3,"mahesana ","1898909","3469191791"
"gujarat",2020,3,"he dangs ","61483","71541219"
"gujarat",2020,3,"kheda ","852224","1355999687"
"gujarat",2020,3,"urat ","7272097","14667802723"
"gujarat",2020,3,"porbandar ","140684","291516188"
"gujarat",2020,3,"gandhinagar ","2828558","4509986130"
"gujarat",2020,3,"panch mahals ","625835","1108852901"
"gujarat",2020,3,"narmada ","188013","281090743"
"gujarat",2020,3,"gir somnath ","456851","926514794"
"gujarat",2020,3,"valsad ","1743270","2801506603"
"gujarat",2020,3,"mahisagar ","223755","410598225"
"gujarat",2020,3,"abar kantha ","978647","1639580053"
"gujarat",2020,3,"api ","386709","640774933"
"gujarat",2020,3,"vadodara ","4247473","7377577452"
"gujarat",2020,3,"banas kantha ","2102221","4347810484"
"gujarat",2020,3,"amreli ","505391","878846985"
"gujarat",2020,3,"ahmadabad ","21769867","43364229619"
"gujarat",2020,3,"ohad ","387675","774665435"
"gujarat",2020,3,"navsari ","669646","1042130558"
"gujarat",2020,3,"patan ","833224","1469939692"
"gujarat",2020,3,"kachchh ","1762816","3715321888"
"gujarat",2020,3,"urendranagar ","612549","1053748004"
"gujarat",2020,3,"morbi ","518903","1151870078"
"gujarat",2020,4,"anand ","1486151","2488003644"
"gujarat",2020,4,"jamnagar ","852972","1746204268"
"gujarat",2020,4,"evbhumi dwarka ","272466","564767075"
"gujarat",2020,4,"ajkot ","1980653","4184580563"
"gujarat",2020,4,"aravallis ","650966","1195080849"
"gujarat",2020,4,"hhotaudepur ","231699","385900403"
"gujarat",2020,4,"botad ","358762","637855286"
"gujarat",2020,4,"bharuch ","3243841","5265465829"
"gujarat",2020,4,"bhavnagar ","1454824","2860946802"
"gujarat",2020,4,"junagadh ","528638","1081544206"
"gujarat",2020,4,"mahesana ","2473227","4748375062"
"gujarat",2020,4,"he dangs ","89994","115392052"
"gujarat",2020,4,"kheda ","1146567","1924149445"
"gujarat",2020,4,"urat ","10950779","22483338828"
"gujarat",2020,4,"porbandar ","185255","409734586"
"gujarat",2020,4,"gandhinagar ","3802536","6260558379"
"gujarat",2020,4,"panch mahals ","861616","1522649649"
"gujarat",2020,4,"narmada ","274158","401617563"
"gujarat",2020,4,"gir somnath ","537782","1181991459"
"gujarat",2020,4,"valsad ","2565319","4183435576"
"gujarat",2020,4,"mahisagar ","302767","570736680"
"gujarat",2020,4,"abar kantha ","1339032","2451572619"
"gujarat",2020,4,"api ","520631","841884253"
"gujarat",2020,4,"vadodara ","6066452","10175864216"
"gujarat",2020,4,"banas kantha ","2687464","5676878892"
"gujarat",2020,4,"amreli ","564757","1075380722"
"gujarat",2020,4,"ahmadabad ","25926518","50995692377"
"gujarat",2020,4,"ohad ","522944","1028322590"
"gujarat",2020,4,"navsari ","906395","1460927907"
"gujarat",2020,4,"patan ","1121201","2091010410"
"gujarat",2020,4,"kachchh ","2405892","5163742799"
"gujarat",2020,4,"urendranagar ","802707","1519077044"
"gujarat",2020,4,"morbi ","713582","1700378082"
"gujarat",2021,1,"anand ","1585982","2723181549"
"gujarat",2021,1,"jamnagar ","899501","1894971999"
"gujarat",2021,1,"evbhumi dwarka ","263772","630081191"
"gujarat",2021,1,"ajkot ","2278417","5057583315"
"gujarat",2021,1,"aravallis ","655695","1314732516"
"gujarat",2021,1,"hhotaudepur ","225606","452389275"
"gujarat",2021,1,"botad ","367267","798953588"
"gujarat",2021,1,"bharuch ","3420929","5756013891"
"gujarat",2021,1,"bhavnagar ","1446583","3264511507"
"gujarat",2021,1,"junagadh ","543809","1204237180"
"gujarat",2021,1,"mahesana ","2587041","5454846786"
"gujarat",2021,1,"he dangs ","83737","130412216"
"gujarat",2021,1,"kheda ","1165033","2180336937"
"gujarat",2021,1,"urat ","13429789","28261722803"
"gujarat",2021,1,"porbandar ","184436","466162975"
"gujarat",2021,1,"gandhinagar ","4275528","7290530767"
"gujarat",2021,1,"panch mahals ","976434","1849730326"
"gujarat",2021,1,"narmada ","268489","479844444"
"gujarat",2021,1,"gir somnath ","575287","1368653768"
"gujarat",2021,1,"valsad ","2745663","4775335084"
"gujarat",2021,1,"mahisagar ","280340","582703616"
"gujarat",2021,1,"abar kantha ","1357102","2620770589"
"gujarat",2021,1,"api ","612570","1114541038"
"gujarat",2021,1,"vadodara ","7191021","11925964623"
"gujarat",2021,1,"banas kantha ","2927080","6883945518"
"gujarat",2021,1,"amreli ","513706","1123115019"
"gujarat",2021,1,"ahmadabad ","36857358","68688129154"
"gujarat",2021,1,"ohad ","548628","1226581748"
"gujarat",2021,1,"navsari ","1022239","1773256368"
"gujarat",2021,1,"patan ","1165681","2425828409"
"gujarat",2021,1,"kachchh ","2664604","6036765373"
"gujarat",2021,1,"urendranagar ","806962","1725777307"
"gujarat",2021,1,"morbi ","848276","2219169833"
"gujarat",2021,2,"anand ","1711394","3014631898"
"gujarat",2021,2,"jamnagar ","1155054","2206347099"
"gujarat",2021,2,"evbhumi dwarka ","333279","738788439"
"gujarat",2021,2,"ajkot ","2675842","5707346831"
"gujarat",2021,2,"aravallis ","847681","1683647672"
"gujarat",2021,2,"hhotaudepur ","275873","540185405"
"gujarat",2021,2,"botad ","550313","1280565807"
"gujarat",2021,2,"bharuch ","3937665","6464930553"
"gujarat",2021,2,"bhavnagar ","1660432","3448497365"
"gujarat",2021,2,"junagadh ","700286","1487953526"
"gujarat",2021,2,"mahesana ","3118685","6292779692"
"gujarat",2021,2,"he dangs ","105158","157878766"
"gujarat",2021,2,"kheda ","1362561","2503386769"
"gujarat",2021,2,"urat ","15230233","30756115156"
"gujarat",2021,2,"porbandar ","227413","558446704"
"gujarat",2021,2,"gandhinagar ","4552010","7835004938"
"gujarat",2021,2,"panch mahals ","1214442","2245183337"
"gujarat",2021,2,"narmada ","332174","534890392"
"gujarat",2021,2,"gir somnath ","746122","1686621125"
"gujarat",2021,2,"valsad ","3236626","5434041160"
"gujarat",2021,2,"mahisagar ","364905","744153750"
"gujarat",2021,2,"abar kantha ","1659480","3248644724"
"gujarat",2021,2,"api ","814911","1327829882"
"gujarat",2021,2,"vadodara ","7847805","12902554422"
"gujarat",2021,2,"banas kantha ","3648428","8286069196"
"gujarat",2021,2,"amreli ","659562","1524494294"
"gujarat",2021,2,"ahmadabad ","44173046","79437951666"
"gujarat",2021,2,"ohad ","693945","1556292874"
"gujarat",2021,2,"navsari ","1296111","2197674430"
"gujarat",2021,2,"patan ","1384484","2811156126"
"gujarat",2021,2,"kachchh ","3268191","7040086478"
"gujarat",2021,2,"urendranagar ","1029627","2066433662"
"gujarat",2021,2,"morbi ","1027658","2441470415"
"gujarat",2021,3,"anand ","2268123","3900508554"
"gujarat",2021,3,"jamnagar ","1546406","2841962055"
"gujarat",2021,3,"evbhumi dwarka ","418822","960353473"
"gujarat",2021,3,"ajkot ","3586356","7726777655"
"gujarat",2021,3,"aravallis ","1072139","2034322150"
"gujarat",2021,3,"hhotaudepur ","319271","611013838"
"gujarat",2021,3,"botad ","775124","1847036989"
"gujarat",2021,3,"bharuch ","5280607","8322570349"
"gujarat",2021,3,"bhavnagar ","2001668","4470254984"
"gujarat",2021,3,"junagadh ","833587","1786079501"
"gujarat",2021,3,"mahesana ","4085272","8371811502"
"gujarat",2021,3,"he dangs ","142421","220242755"
"gujarat",2021,3,"kheda ","1748901","3172710753"
"gujarat",2021,3,"urat ","21214459","40838608900"
